title,userId,rating
"Abominable Dr. Phibes, The (1971)",3,3.8333333333333335
"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",1,4.0
About Adam (2000),2,3.75
About Last Night (2014),2,2.25
About Last Night... (1986),9,3.0
About Schmidt (2002),26,3.173076923076923
About Time (2013),15,3.933333333333333
About a Boy (2002),44,3.715909090909091
Above the Law (1988),2,2.5
Above the Rim (1994),1,2.0
Abraham Lincoln: Vampire Hunter (2012),6,2.75
Absence of Malice (1981),2,3.25
"Absent-Minded Professor, The (1961)",9,3.388888888888889
Absentia (2011),1,3.5
Absolute Power (1997),12,2.6666666666666665
Absolutely Anything (2015),1,3.0
"Abyss, The (1989)",62,3.475806451612903
Accepted (2006),14,2.9285714285714284
"Accidental Spy, The (Dak miu mai shing) (2001)",1,2.5
"Accidental Tourist, The (1988)",5,3.6
"Accused, The (1988)",5,3.7
Ace Ventura: Pet Detective (1994),161,3.040372670807453
Ace Ventura: When Nature Calls (1995),88,2.727272727272727
"Ace in the Hole (Big Carnival, The) (1951)",1,3.0
Aces: Iron Eagle III (1992),3,2.0
"Acid House, The (1998)",1,3.5
Across the Hall (2009),1,2.0
Across the Universe (2007),11,4.045454545454546
"Act of Killing, The (2012)",1,5.0
Act of Valor (2012),2,3.75
Action Jackson (1988),3,1.6666666666666667
Adam and Eve (National Lampoon's Adam & Eve) (2005),1,2.5
Adam's Apples (Adams æbler) (2005),3,4.166666666666667
Adam's Rib (1949),4,4.75
Adanggaman (2000),1,2.0
Adaptation (2002),46,3.9456521739130435
Addams Family Reunion (1998),1,3.0
Addams Family Values (1993),84,3.1011904761904763
"Addams Family, The (1991)",38,3.289473684210526
Addicted to Love (1997),10,2.7
"Addiction, The (1995)",2,1.5
"Adjustment Bureau, The (2011)",21,3.1666666666666665
Admission (2013),4,3.0
Adventureland (2009),15,3.3333333333333335
Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches (1986),1,5.0
Adventures in Babysitting (1987),20,3.325
Adventures in Plymptoons! (2011),1,3.5
"Adventures of Baron Munchausen, The (1988)",13,3.769230769230769
"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",21,3.5476190476190474
"Adventures of Elmo in Grouchland, The (1999)",2,1.5
"Adventures of Ford Fairlane, The (1990)",2,3.0
"Adventures of Huck Finn, The (1993)",3,2.5
"Adventures of Ichabod and Mr. Toad, The (1949)",3,3.0
"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",1,3.0
"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",7,3.857142857142857
Adventures of Mowgli: The Kidnapping (1968),1,4.5
"Adventures of Pinocchio, The (1996)",6,3.3333333333333335
"Adventures of Pluto Nash, The (2002)",3,2.3333333333333335
"Adventures of Priscilla, Queen of the Desert, The (1994)",36,3.5972222222222223
"Adventures of Robin Hood, The (1938)",8,4.0
"Adventures of Rocky and Bullwinkle, The (2000)",9,2.2222222222222223
"Adventures of Sebastian Cole, The (1998)",2,3.25
"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",2,1.75
"Adventures of Tintin, The (2011)",12,3.5
Advise and Consent (1962),1,5.0
Aelita: The Queen of Mars (Aelita) (1924),1,4.5
Aeon Flux (2005),21,2.761904761904762
"Affair of Love, An (Liaison pornographique, Une) (1999)",2,4.75
"Affair of the Necklace, The (2001)",2,3.25
"Affair to Remember, An (1957)",8,3.9375
Afflicted (2013),1,3.5
Affliction (1997),3,3.1666666666666665
Afonya (1975),1,4.0
Africa: The Serengeti (1994),1,4.0
African Cats (2011),1,2.5
"African Queen, The (1951)",34,3.9705882352941178
Afro Samurai (2007),1,2.5
Afro Samurai: Resurrection (2009),1,2.5
After Earth (2013),2,1.0
After Hours (1985),7,3.7857142857142856
After Life (Wandafuru raifu) (1998),2,4.25
After the Fox (Caccia alla volpe) (1966),2,2.75
After the Sunset (2004),6,3.5833333333333335
After the Thin Man (1936),3,2.8333333333333335
After the Wedding (Efter brylluppet) (2006),1,3.5
Afterglow (1997),4,4.5
Against All Odds (1984),3,2.3333333333333335
Against the Ropes (2004),2,2.0
"Age of Innocence, The (1993)",15,3.5
Agent Cody Banks (2003),5,1.9
Agent Cody Banks 2: Destination London (2004),1,4.0
Agnes of God (1985),5,3.7
"Agony and the Ecstasy, The (1965)",1,4.0
Agora (2009),1,4.0
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",8,4.0
Aileen: Life and Death of a Serial Killer (2003),2,3.5
Air America (1990),6,2.8333333333333335
Air Bud (1997),4,2.375
Air Bud: Golden Receiver (1998),3,2.0
Air Force One (1997),58,3.3448275862068964
"Air I Breathe, The (2007)",1,3.0
"Air Up There, The (1994)",6,2.3333333333333335
Airborne (1993),1,2.5
Airheads (1994),26,2.7884615384615383
Airplane II: The Sequel (1982),19,3.1842105263157894
Airplane! (1980),87,3.8563218390804597
Airport '77 (1977),4,3.25
Airport (1970),3,2.1666666666666665
Airport 1975 (1974),2,3.5
Akeelah and the Bee (2006),5,3.8
Akira (1988),39,3.7435897435897436
Akira Kurosawa's Dreams (Dreams) (1990),3,4.333333333333333
Aladdin (1992),183,3.7923497267759565
Aladdin and the King of Thieves (1996),13,3.1538461538461537
"Alamo, The (1960)",4,3.375
Alan Partridge: Alpha Papa (2013),1,4.0
Alaska (1996),2,3.5
Alaska: Spirit of the Wild (1997),1,4.0
Albatross (2011),1,2.5
Albino Alligator (1996),2,2.25
Alesha Popovich and Tugarin the Dragon (2004),1,5.0
Alex Cross (2012),1,1.5
Alex and Emma (2003),1,2.0
Alexander (2004),10,2.2
Alexander Nevsky (Aleksandr Nevskiy) (1938),2,4.0
Alfie (1966),4,3.25
Alfie (2004),3,2.3333333333333335
Ali (2001),8,3.0
Ali G Indahouse (2002),3,3.0
Ali Wong: Baby Cobra (2016),1,4.5
Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),2,4.0
Alias Betty (Betty Fisher et autres histoires) (2001),1,2.0
Alice (1990),3,3.0
Alice (2009),1,4.0
Alice (Neco z Alenky) (1988),2,3.75
Alice Adams (1935),1,3.5
Alice Doesn't Live Here Anymore (1974),3,4.166666666666667
Alice Through the Looking Glass (2016),4,2.0
Alice in Wonderland (1933),1,4.0
Alice in Wonderland (1951),40,3.375
Alice in Wonderland (2010),28,2.875
Alien (1979),146,3.969178082191781
Alien Contamination (1980),1,5.0
Alien Nation (1988),13,3.1153846153846154
Alien from L.A. (1988),1,3.5
Alien: Covenant (2017),5,2.8
Alien: Resurrection (1997),45,2.922222222222222
Aliens (1986),126,3.9642857142857144
Alien³ (a.k.a. Alien 3) (1992),47,3.148936170212766
Alive (1993),9,3.1666666666666665
All About Eve (1950),24,4.229166666666667
All About Lily Chou-Chou (Riri Shushu no subete) (2001),1,3.0
All About My Mother (Todo sobre mi madre) (1999),19,4.157894736842105
All About the Benjamins (2002),2,2.5
"All Dogs Christmas Carol, An (1998)",1,4.5
All Dogs Go to Heaven (1989),15,2.7
All Dogs Go to Heaven 2 (1996),11,3.1818181818181817
All Good Things (2010),2,3.75
All Is Lost (2013),4,3.625
All Over the Guy (2001),1,3.0
All Quiet on the Western Front (1930),10,4.35
All Roads Lead to Rome (2016),1,1.5
All That Heaven Allows (1955),4,4.25
All That Jazz (1979),6,4.083333333333333
"All This, and Heaven Too (1940)",1,4.0
All Watched Over by Machines of Loving Grace (2011),2,4.25
All Yours (2016),1,5.0
All is Bright (2013),1,1.5
All of Me (1984),2,2.5
All or Nothing (2002),3,3.6666666666666665
All the Boys Love Mandy Lane (2006),1,3.0
All the King's Men (1949),4,4.25
All the King's Men (2006),3,3.0
All the President's Men (1976),27,4.018518518518518
All the Pretty Horses (2000),2,2.5
All the Real Girls (2003),2,4.25
All the Right Moves (1983),2,2.25
All the Vermeers in New York (1990),1,5.0
All-Star Superman (2011),2,4.25
Allan Quatermain and the Lost City of Gold (1987),6,1.8333333333333333
Allegro non troppo (1977),1,4.0
Alles Inklusive (2014),1,3.5
Alligator (1980),3,2.0
"Allnighter, The (1987)",2,1.5
Almost Famous (2000),83,3.8674698795180724
Almost Heroes (1998),2,2.0
Almost an Angel (1990),1,2.5
Aloha (2015),1,0.5
Alone in the Dark (2005),1,0.5
Alone in the Dark II (2008),1,3.5
Along Came Polly (2004),24,3.0416666666666665
Along Came a Spider (2001),17,3.1470588235294117
Alpha (2018),1,4.5
Alpha Dog (2007),8,3.125
Alpha and Omega 3: The Great Wolf Games (2014),1,4.5
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",4,4.125
Altered (2006),1,3.0
Altered States (1980),7,3.5714285714285716
Alvarez Kelly (1966),1,3.0
Alvin and the Chipmunks (2007),3,1.5
Alvin and the Chipmunks: Chipwrecked (2011),2,1.0
Alvin and the Chipmunks: The Squeakquel (2009),3,2.6666666666666665
Always (1989),6,2.8333333333333335
Always Watching: A Marble Hornets Story (2015),1,2.0
Amadeus (1984),76,4.184210526315789
Amanda Knox (2016),1,3.5
Amarcord (1973),2,4.0
Amateur (1994),1,2.0
Amazing Grace (2006),1,3.0
Amazing Grace and Chuck (1987),1,4.0
"Amazing Panda Adventure, The (1995)",3,3.3333333333333335
"Amazing Spider-Man, The (2012)",30,3.25
"Amazing Transparent Man, The (1960)",1,3.5
Amazon Women on the Moon (1987),2,4.25
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",120,4.183333333333334
Amen. (2002),3,3.8333333333333335
Amer (2009),1,0.5
America's Sweethearts (2001),18,2.5833333333333335
"American Astronaut, The (2001)",1,2.5
American Beauty (1999),204,4.056372549019608
American Buffalo (1996),1,1.5
"American Carol, An (2008)",1,2.0
American Dreamz (2006),1,3.0
American Drug War: The Last White Hope (2007),1,3.0
American Fable (2017),1,2.5
American Flyers (1985),2,3.5
"American Friend, The (Amerikanische Freund, Der) (1977)",1,5.0
American Gangster (2007),37,3.9054054054054053
American Gigolo (1980),8,2.6875
American Graffiti (1973),43,3.8488372093023258
American Grindhouse (2010),1,4.0
American Hardcore (2006),1,3.5
"American Haunting, An (2005)",2,1.5
American Heist (2015),1,1.5
American History X (1998),129,4.217054263565892
American Hustle (2013),16,3.25
American Made (2017),2,4.5
American Me (1992),3,2.5
American Movie (1999),6,3.75
American Ninja (1985),2,2.5
American Outlaws (2001),4,2.125
American Pie (1999),103,3.378640776699029
American Pie 2 (2001),45,3.066666666666667
American Pie Presents Beta House (American Pie 6: Beta House) (2007),2,2.75
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),3,1.1666666666666667
American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),7,2.142857142857143
American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),3,2.1666666666666665
American Pop (1981),2,3.5
"American President, The (1995)",70,3.6714285714285713
American Psycho (2000),59,3.788135593220339
American Psycho II: All American Girl (2002),1,2.5
American Reunion (American Pie 4) (2012),4,2.625
American Sniper (2014),15,3.8
American Splendor (2003),18,3.8333333333333335
"American Tail, An (1986)",18,3.1666666666666665
"American Tail: Fievel Goes West, An (1991)",10,2.7
American Ultra (2015),6,2.6666666666666665
American Wedding (American Pie 3) (2003),16,3.09375
"American Werewolf in London, An (1981)",23,3.4130434782608696
"American Werewolf in Paris, An (1997)",10,2.3
"American in Paris, An (1951)",12,3.7083333333333335
"American, The (2010)",4,2.625
American: The Bill Hicks Story (2009),3,4.0
"Americanization of Emily, The (1964)",1,4.0
Americathon (1979),1,1.5
Amistad (1997),19,3.5
Amityville 1992: It's About Time (1992),3,1.5
Amityville 3-D (1983),3,1.6666666666666667
"Amityville Curse, The (1990)",2,0.75
"Amityville Horror, The (1979)",15,2.6333333333333333
"Amityville Horror, The (2005)",6,2.25
Amityville II: The Possession (1982),4,1.125
Amityville: A New Generation (1993),2,1.25
Amityville: Dollhouse (1996),3,1.1666666666666667
Amores Perros (Love's a Bitch) (2000),23,3.9347826086956523
Amos & Andrew (1993),2,1.5
Amy (2015),4,3.5
Amy's O (a.k.a. Amy's Orgasm) (2001),1,4.0
An Amazing Couple (2002),1,4.0
Anacleto: Agente secreto (2015),1,4.0
Anaconda (1997),27,1.9259259259259258
Anaconda: The Offspring (2008),1,0.5
Anacondas: The Hunt for the Blood Orchid (2004),2,1.75
Analyze That (2002),8,2.5625
Analyze This (1999),47,3.095744680851064
"Anarchist Cookbook, The (2002)",1,4.0
Anastasia (1956),1,3.5
Anastasia (1997),20,3.35
Anatomy of a Murder (1959),4,4.0
Anchorman 2: The Legend Continues (2013),11,3.3636363636363638
Anchorman: The Legend of Ron Burgundy (2004),57,3.7719298245614037
Anchors Aweigh (1945),5,3.2
And God Created Woman (Et Dieu... créa la femme) (1956),1,4.0
And Now... Ladies and Gentlemen... (2002),1,4.0
And So It Goes (2014),1,2.0
And Starring Pancho Villa as Himself (2003),1,3.5
And Then There Were None (1945),4,3.625
And Your Mother Too (Y tu mamá también) (2001),21,3.9523809523809526
And the Band Played On (1993),2,3.25
And the Ship Sails On (E la nave va) (1983),1,4.0
"Andalusian Dog, An (Chien andalou, Un) (1929)",4,4.5
Andre (1994),4,2.125
Andrei Rublev (Andrey Rublyov) (1969),1,4.5
Andrew Dice Clay: Dice Rules (1991),1,4.0
Android (1982),2,4.5
"Andromeda Strain, The (1971)",8,3.625
Angel Baby (1995),2,3.0
Angel Eyes (2001),4,1.625
Angel Heart (1987),8,3.0
"Angel at My Table, An (1990)",1,4.0
Angel's Egg (Tenshi no tamago) (1985),2,3.25
Angel-A (2005),3,3.5
Angela's Ashes (1999),3,3.3333333333333335
Angels & Demons (2009),17,3.264705882352941
Angels and Insects (1995),7,3.857142857142857
Angels in the Outfield (1994),27,2.3333333333333335
Angels with Dirty Faces (1938),2,3.75
"Angels' Share, The (2012)",1,4.0
Anger Management (2003),34,3.0588235294117645
Angie (1994),1,2.0
"Angriest Man in Brooklyn, The (2014)",1,4.0
"Angry Red Planet, The (1959)",1,4.5
Angst  (1983),1,3.5
Angus (1995),7,3.2142857142857144
"Angus, Thongs and Perfect Snogging (2008)",1,2.5
Animal Crackers (1930),4,4.125
Animal Factory (2000),1,2.5
Animal Farm (1954),1,1.0
Animal House (1978),62,3.693548387096774
"Animal, The (2001)",11,2.1363636363636362
Animals are Beautiful People (1974),1,5.0
"Animatrix, The (2003)",20,3.7
Anna Christie (1930),1,3.5
Anna Karenina (1935),2,3.5
Anna Karenina (1997),1,4.0
Anna Karenina (2012),1,3.0
Anna and the King (1999),9,3.6666666666666665
Annabelle (2014),2,3.0
Annabelle: Creation (2017),1,4.0
Annapolis (2006),2,2.75
Anne Frank Remembered (1995),5,3.9
Anne of Green Gables (1985),3,4.5
Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),2,4.75
Anne of the Thousand Days (1969),1,4.0
Annie (1982),16,3.125
Annie Get Your Gun (1950),1,2.5
Annie Hall (1977),58,3.8706896551724137
Annihilation (2018),3,3.8333333333333335
"Anniversary Party, The (2001)",3,4.0
Anomalisa (2015),2,3.25
Another 48 Hrs. (1990),5,3.0
Another Cinderella Story (2008),1,2.5
Another Earth (2011),1,4.5
Another Gay Movie (2006),1,3.5
Another Stakeout (1993),16,2.53125
Another Thin Man (1939),1,3.5
Another Woman (1988),1,4.5
"Ant Bully, The (2006)",2,3.25
Ant-Man (2015),27,3.7222222222222223
Ant-Man and the Wasp (2018),3,3.6666666666666665
Anthony Adverse (1936),1,3.0
Anti-Social (2015),1,1.5
Antichrist (2009),5,3.8
Antitrust (2001),8,3.5625
Antonia's Line (Antonia) (1995),8,3.875
Antonio Gaudí (1985),1,4.0
Antwone Fisher (2002),9,3.5555555555555554
Antz (1998),45,3.2444444444444445
Anvil! The Story of Anvil (2008),2,3.75
Any Given Sunday (1999),18,3.0
Any Which Way You Can (1980),2,2.0
Anything Else (2003),3,2.8333333333333335
Anything for Her (Pour elle) (2008),1,2.5
Anything for Love (2016),1,2.0
Anywhere But Here (1999),3,2.5
"Apartment, The (1960)",27,3.962962962962963
"Apartment, The (Appartement, L') (1996)",1,4.0
Apocalypse Now (1979),107,4.219626168224299
Apocalypto (2006),19,3.6052631578947367
Apollo 13 (1995),201,3.845771144278607
Apollo 18 (2011),1,2.0
"Apostle, The (1997)",7,3.0
Appaloosa (2008),1,3.0
"Apple Dumpling Gang Rides Again, The (1979)",4,2.875
"Apple Dumpling Gang, The (1975)",10,2.6
"Apple, The (Sib) (1998)",1,4.0
Applesauce (2015),1,4.5
Appleseed (Appurushîdo) (2004),3,3.8333333333333335
April Fool's Day (1986),4,1.5
April Morning (1988),1,2.5
Apt Pupil (1998),9,3.0
Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),1,3.0
Aquamarine (2006),2,2.0
Arachnophobia (1990),53,2.811320754716981
Ararat (2002),1,4.5
Are We Done Yet? (2007),1,1.5
Are We There Yet? (2005),1,0.5
Are You Scared? (2006),1,3.5
Argo (2012),28,3.982142857142857
Ari Shaffir: Double Negative (2017),1,4.0
Ariel (1988),2,3.0
"Aristocats, The (1970)",45,3.411111111111111
"Aristocrats, The (2005)",10,3.35
Arizona Dream (1993),6,4.25
Arlington Road (1999),22,3.272727272727273
Armageddon (1998),92,3.0543478260869565
Armed and Dangerous (1986),8,2.75
Armour of God (Long xiong hu di) (1987),6,3.0833333333333335
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),7,3.2142857142857144
Army of Darkness (1993),51,4.03921568627451
Army of Shadows (L'armée des ombres) (1969),1,4.5
Around the World in 80 Days (1956),12,3.625
Around the World in 80 Days (2004),3,2.5
Arrival (2016),26,3.980769230769231
"Arrival, The (1996)",22,3.1136363636363638
Arsenic and Old Lace (1944),29,3.8793103448275863
Art School Confidential (2006),6,3.3333333333333335
"Art of Getting By, The (2011)",2,3.0
"Art of War, The (2000)",2,2.0
"Art of the Steal, The (2009)",2,4.0
"Art of the Steal, The (2013)",3,3.3333333333333335
Artemisia (1997),2,4.0
Arthur (1981),10,2.8
Arthur (2011),6,3.0
Arthur 2: On the Rocks (1988),3,1.5
Arthur Christmas (2011),1,0.5
"As Above, So Below (2014)",1,3.0
As Good as It Gets (1997),96,3.6979166666666665
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),1,3.5
As You Like It (2006),1,3.0
"Ascent, The (Voskhozhdeniye) (1977)",1,3.5
Ashby (2015),2,3.0
Ashes and Diamonds (Popiól i diament) (1958),1,4.0
Ashes of Time (Dung che sai duk) (1994),1,4.0
Ask the Dust (2006),1,4.0
Aspen Extreme (1993),1,3.5
"Asphalt Jungle, The (1950)",3,3.6666666666666665
"Asphyx, The (1973)",1,4.5
Assassin's Creed (2016),2,2.5
Assassination (1987),1,4.0
Assassination Tango (2002),1,2.0
"Assassination of Jesse James by the Coward Robert Ford, The (2007)",10,4.1
"Assassination of Richard Nixon, The (2004)",2,3.5
Assassination of a High School President (2008),1,1.0
Assassins (1995),16,3.125
Assault on Precinct 13 (1976),5,3.6
Assault on Precinct 13 (2005),8,3.1875
Assembly (Ji jie hao) (2007) ,1,4.5
"Assignment, The (1997)",1,5.0
Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),1,4.0
Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),1,2.5
Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),3,4.0
Asterix and Cleopatra (Astérix et Cléopâtre) (1968),2,4.25
Asterix and the Vikings (Astérix et les Vikings) (2006),1,5.0
Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),1,4.0
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),2,3.75
Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014),2,3.75
"Astronaut Farmer, The (2007)",2,2.25
"Astronaut's Wife, The (1999)",11,2.272727272727273
At Close Range (1986),3,3.3333333333333335
At First Sight (1999),8,2.6875
At Middleton (2013),1,1.5
At the Circus (1939),1,3.0
"Atalante, L' (1934)",1,4.5
